═══ CARD INFORMATION ═══
Card Name,Latias Star
Set Name,Deoxys
Card Number,105/107
Rarity,Ultra Rare
TCGPlayer ID,86658
Current Market Price,$2300
Last Updated,2025-11-30T00:41:22.638Z

═══ CURRENT PRICES BY CONDITION ═══
Variant,Condition,Price,Available Listings
Regular,Moderately Played,$2300,1
Regular,Damaged,$1050,3
Regular,Heavily Played,$798.99,1
Holofoil,Moderately Played,$2300,1
Holofoil,Damaged,$1050,3
Holofoil,Heavily Played,$798.99,1

═══ PRICE HISTORY (ALL CONDITIONS) ═══
Date,Condition,Price,Sales Volume,Data Type
2024-12-27T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2024-12-27T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2024-12-28T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2024-12-28T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2024-12-28T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2024-12-29T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2024-12-29T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2024-12-29T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2024-12-30T00:00:00.000Z,Moderately Played,$900.78,0,Actual Sale
2024-12-30T00:00:00.000Z,Damaged,$274.95,0,Actual Sale
2024-12-30T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2024-12-31T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2024-12-31T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2024-12-31T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-01T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-01T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-01T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-02T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-02T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-02T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-03T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-03T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-03T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-04T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-04T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-04T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-05T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-05T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-05T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-06T00:00:00.000Z,Moderately Played,$900.78,0,Actual Sale
2025-01-06T00:00:00.000Z,Damaged,$274.95,0,Actual Sale
2025-01-06T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-07T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-07T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-07T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-08T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-08T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-08T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-09T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-09T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-09T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-10T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-10T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-10T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-11T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-11T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-11T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-12T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-12T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-12T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-13T00:00:00.000Z,Moderately Played,$900.78,0,Actual Sale
2025-01-13T00:00:00.000Z,Damaged,$274.95,0,Actual Sale
2025-01-13T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-14T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-14T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-14T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-15T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-15T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-15T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-16T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-16T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-16T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-17T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-17T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-17T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-18T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-18T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-18T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-19T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-19T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-19T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-20T00:00:00.000Z,Moderately Played,$900.78,0,Actual Sale
2025-01-20T00:00:00.000Z,Damaged,$274.95,0,Actual Sale
2025-01-20T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-21T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-21T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-21T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-22T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-22T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-22T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-23T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-23T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-23T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-24T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-24T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-24T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-25T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-25T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-25T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-26T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-26T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-26T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-27T00:00:00.000Z,Moderately Played,$900.78,0,Actual Sale
2025-01-27T00:00:00.000Z,Damaged,$274.95,0,Actual Sale
2025-01-27T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-28T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-28T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-28T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-29T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-29T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-29T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-30T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-30T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-30T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-01-31T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-01-31T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-01-31T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-02-01T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-02-01T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-02-01T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-02-02T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-02-02T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-02-02T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-02-03T00:00:00.000Z,Moderately Played,$900.78,0,Actual Sale
2025-02-03T00:00:00.000Z,Damaged,$274.95,0,Actual Sale
2025-02-03T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-02-04T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-02-04T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-02-04T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-02-05T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-02-05T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-02-05T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-02-06T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-02-06T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-02-06T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-02-07T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-02-07T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-02-07T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-02-08T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-02-08T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-02-08T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-02-09T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-02-09T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-02-09T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-02-10T00:00:00.000Z,Moderately Played,$900.78,0,Actual Sale
2025-02-10T00:00:00.000Z,Damaged,$274.95,0,Actual Sale
2025-02-10T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-02-11T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-02-11T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-02-11T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-02-12T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-02-12T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-02-12T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-02-13T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-02-13T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-02-13T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-02-14T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-02-14T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-02-14T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-02-15T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-02-15T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-02-15T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-02-16T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-02-16T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-02-16T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-02-17T00:00:00.000Z,Moderately Played,$900.78,0,Actual Sale
2025-02-17T00:00:00.000Z,Damaged,$274.95,0,Actual Sale
2025-02-17T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-02-18T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-02-18T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-02-18T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-02-19T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-02-19T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-02-19T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-02-20T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
